Name,Status,State,Farm,animal,Date of colleciton,RectaTemp,16S copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBcopies,MBpre_abs,MHcopy_log,MHcopies,MHpre_abs,PMcopy_log,PMcopies,PMpre_abs,ID
Dairy 342,Healthy,CA,Farm2,calf,07/14-15/2022,101.9,808277383.2,5.918317647,828547.9505,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy342
Dairy 343,Healthy,CA,Farm2,calf,07/14-15/2022,101.9,260804089.6,2.950231443,891.7260287,1,2.826074803,670,0,2.230448921,170,0,4.830760312,67726.76189,1,Dairy343
Dairy 344,Healthy,CA,Farm2,calf,07/14-15/2022,102.6,433388929.4,2.891443306,778.8311363,1,2.826074803,670,0,6.446340999,2794737.352,1,8.453280987,283975574.4,1,Dairy344
Dairy 345,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,641261923.3,4.97907721,95296.55691,1,2.826074803,670,0,4.995010393,98857.67525,1,3.812982038,6501.028014,1,Dairy345
Dairy 346,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,409388298.6,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy346
Dairy 347,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,34216442.68,2.967448778,927.7880578,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy347
Dairy 348,Healthy,CA,Farm2,calf,07/14-15/2022,102.7,3787337077,3.059775,1147.558937,1,2.826074803,670,0,2.230448921,170,0,3.128036273,1342.877115,1,Dairy348
Dairy 349,Healthy,CA,Farm2,calf,07/14-15/2022,103.8,652393175.7,3.487514848,3072.662417,1,2.826074803,670,0,2.230448921,170,0,7.799265518,62989116.63,1,Dairy349
Dairy 351,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,339570249.2,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,5.263131206,183286.8073,1,Dairy351
Dairy 352,Healthy,CA,Farm2,calf,07/14-15/2022,102.7,5205039881,5.660350978,457457.7379,1,2.826074803,670,0,6.947436866,8860064.143,1,8.604612929,402358267.3,1,Dairy352
Dairy 355,Healthy,CA,Farm2,calf,07/14-15/2022,101.8,199997264.6,3.169411438,1477.105236,1,2.826074803,670,0,2.230448921,170,0,7.150969127,14156931.37,1,Dairy355
Dairy 356,Healthy,CA,Farm2,calf,07/14-15/2022,101.9,128040305.7,3.027493798,1065.353651,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy356
Dairy 357,Healthy,CA,Farm2,calf,07/14-15/2022,101.7,995815969.8,5.968855999,930799.1949,1,2.826074803,670,0,2.230448921,170,0,4.009011099,10209.65576,1,Dairy357
Dairy 358,Healthy,CA,Farm2,calf,07/14-15/2022,102.2,380132264.9,4.857732247,72066.30355,1,2.826074803,670,0,2.230448921,170,0,4.302436435,20064.87393,1,Dairy358
Dairy 359,Healthy,CA,Farm2,calf,07/14-15/2022,100.9,50149516.65,4.949639147,89051.07108,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy359
Dairy 360,Healthy,CA,Farm2,calf,07/14-15/2022,101.4,175862209.2,3.073465104,1184.309203,1,2.826074803,670,0,2.230448921,170,0,3.360810264,2295.145721,1,Dairy360
Dairy 361,Healthy,CA,Farm2,calf,07/14-15/2022,102,463570905.3,2.898677268,791.9126276,1,2.826074803,670,0,3.289264121,1946.543533,1,8.336701539,217120854.1,1,Dairy361
Dairy 362,Healthy,CA,Farm2,calf,07/14-15/2022,102.8,285561307.9,5.725619002,531641.6556,1,2.826074803,670,0,6.008714217,1020267.886,1,3.233445982,1711.77225,1,Dairy362
Dairy 363,Healthy,CA,Farm2,calf,07/14-15/2022,101.2,206196761.5,5.989711365,976587.9591,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy363
Dairy 364,Healthy,CA,Farm2,calf,07/14-15/2022,102.8,705562142,5.574132075,375087.0545,1,2.826074803,670,0,6.419960621,2630029.51,1,3.399159257,2507.028419,1,Dairy364
Dairy 365,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,94752984.77,3.093956445,1241.527788,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy365
Dairy 366,Healthy,CA,Farm2,calf,07/14-15/2022,102.3,66200848.46,4.722603661,52796.321,1,2.826074803,670,0,4.276754344,18912.73531,1,5.484533384,305164.0595,1,Dairy366
Dairy 367,Healthy,CA,Farm2,calf,07/14-15/2022,101.8,235633969.7,4.356816106,22741.34288,1,2.826074803,670,0,6.049824654,1121565.531,1,2.278753601,190,0,Dairy367
Dairy 368,BRD,CA,Farm2,calf,07/14-15/2022,101.2,607148424.2,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.161309008,1449.803046,1,Dairy368
Dairy 369,BRD,CA,Farm2,calf,07/14-15/2022,101.2,4106046697,3.048752791,1118.80086,1,2.826074803,670,0,2.230448921,170,0,8.199253873,158217265,1,Dairy369
Dairy 370,BRD,CA,Farm2,calf,07/14-15/2022,101.2,571719904.9,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.693285539,4934.981613,1,Dairy370
Dairy 372,BRD,CA,Farm2,calf,07/14-15/2022,100.8,1421843621,3.325440876,2115.635645,1,2.826074803,670,0,5.87963399,757938.5384,1,2.278753601,190,0,Dairy372
Dairy 373,BRD,CA,Farm2,calf,07/14-15/2022,101.2,84513906.38,5.082341421,120876.3733,1,2.826074803,670,0,4.82287418,66508.04473,1,2.278753601,190,0,Dairy373
Dairy 374,BRD,CA,Farm2,calf,07/14-15/2022,102.9,1172828996,3.259403862,1817.204745,1,2.826074803,670,0,5.365088536,231786.7128,1,7.722416911,52773623.15,1,Dairy374
Dairy 375,BRD,CA,Farm2,calf,07/14-15/2022,101.6,818654622.3,3.901646751,7973.458727,1,2.826074803,670,0,2.230448921,170,0,8.032877692,107864290.6,1,Dairy375
Dairy 376,BRD,CA,Farm2,calf,07/14-15/2022,101.8,855819393.9,3.967789603,9285.164517,1,2.826074803,670,0,3.30710359,2028.166428,1,2.278753601,190,0,Dairy376
Dairy 377,BRD,CA,Farm2,calf,07/14-15/2022,102.2,931419897.9,5.914139281,820614.6776,1,2.826074803,670,0,2.230448921,170,0,4.687560194,48703.50241,1,Dairy377
Dairy 378,BRD,CA,Farm2,calf,07/14-15/2022,101.5,21146367.32,2.861196249,726.4341437,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy378
Dairy 379,BRD,CA,Farm2,calf,07/14-15/2022,102.2,528541017.8,3.02659771,1063.157751,1,5.591551634,390437.5999,1,6.032052355,1076594.991,1,7.935480611,86194709.56,1,Dairy379
Dairy 381,BRD,CA,Farm2,calf,07/14-15/2022,102.2,112475678.7,3.097239654,1250.949143,1,2.826074803,670,0,2.230448921,170,0,8.128752055,134509220.3,1,Dairy381
Dairy 382,BRD,CA,Farm2,calf,07/14-15/2022,105,204192260.5,3.902608423,7991.134189,1,2.826074803,670,0,4.665278403,46267.75245,1,3.413530906,2591.378825,1,Dairy382
Dairy 383,Healthy,CA,Farm2,calf,07/14-15/2022,102.1,1651673367,3.002729541,1006.304792,1,2.826074803,670,0,7.275231404,18846530.16,1,8.365337489,231919619,1,Dairy383
Dairy 384,BRD,CA,Farm2,calf,07/14-15/2022,102.2,251584805.5,3.401793662,2522.282123,1,2.826074803,670,0,4.63258605,42912.72067,1,7.321397492,20960299.88,1,Dairy384
Dairy 385,BRD,CA,Farm2,calf,07/14-15/2022,102.4,294729674.9,4.281058115,19101.08842,1,2.826074803,670,0,6.043824349,1106176.298,1,2.278753601,190,0,Dairy385
Dairy 386,BRD,CA,Farm2,calf,07/14-15/2022,104.3,404678856.5,3.083672454,1212.474053,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy386
Dairy 387,BRD,CA,Farm2,calf,07/14-15/2022,102.1,204853367.8,2.986183226,968.6864527,1,2.826074803,670,0,3.610104883,4074.786732,1,3.82485259,6681.171037,1,Dairy387
Dairy 388,BRD,CA,Farm2,calf,07/14-15/2022,101.3,1893218014,3.897846968,7904.000661,1,2.826074803,670,0,2.230448921,170,0,8.370759864,234833399,1,Dairy388
Dairy 389,BRD,CA,Farm2,calf,07/14-15/2022,102.2,744694728.5,3.508375129,3223.852246,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy389
Dairy 390,BRD,CA,Farm2,calf,07/14-15/2022,101.7,1005690285,5.294964335,197226.0766,1,2.826074803,670,0,4.243637465,17524.17031,1,2.278753601,190,0,Dairy390
Dairy 391,BRD,CA,Farm2,calf,07/14-15/2022,102.5,3461882532,2.998324158,996.1486658,1,2.826074803,670,0,6.420508113,2633347.138,1,8.242345274,174721067.3,1,Dairy391
Dairy 392,BRD,CA,Farm2,calf,07/14-15/2022,102,9377508174,2.278753601,190,0,2.826074803,670,0,6.30198624,2004408.521,1,2.278753601,190,0,Dairy392
Dairy 393,BRD,CA,Farm2,calf,07/14-15/2022,102.3,699838680.9,5.635982236,432496.14,1,3.266100162,1845.440986,1,7.339040577,21829338.56,1,4.066989447,11667.81264,1,Dairy393
Dairy 394,BRD,CA,Farm2,calf,07/14-15/2022,102.1,297047243.3,3.549723529,3545.875874,1,2.826074803,670,0,5.873723785,747693.81,1,2.278753601,190,0,Dairy394
Dairy 395,BRD,CA,Farm2,calf,07/14-15/2022,101.7,306532323.4,3.550400851,3551.41031,1,2.826074803,670,0,3.496047106,3133.625599,1,3.499737305,3160.365445,1,Dairy395
Dairy 396,BRD,CA,Farm2,calf,07/14-15/2022,102.2,104603108.6,3.11505446,1303.330204,1,3.228517415,1692.456111,1,3.801292543,6328.379903,1,2.278753601,190,0,Dairy396
Dairy 398,BRD,CA,Farm2,calf,07/14-15/2022,103,383055528.3,3.206747463,1609.709337,1,2.826074803,670,0,2.230448921,170,0,7.745756589,55687354.76,1,Dairy398
Dairy 399,BRD,CA,Farm2,calf,07/14-15/2022,101.7,2717352411,3.977531781,9495.804847,1,2.826074803,670,0,5.86150845,726956.5439,1,3.273750822,1878.238859,1,Dairy399
Dairy 401,BRD,CA,Farm2,calf,07/14-15/2022,102.2,58716309.65,3.105921897,1276.209277,1,2.826074803,670,0,2.230448921,170,0,3.414296284,2595.949762,1,Dairy401
Dairy 402,BRD,CA,Farm2,calf,07/14-15/2022,101.9,229992605.7,5.361108568,229672.273,1,2.826074803,670,0,5.998443469,996422.3705,1,2.278753601,190,0,Dairy402
Dairy 403,BRD,CA,Farm2,calf,07/14-15/2022,101.8,158692862.4,3.150879277,1415.400278,1,2.826074803,670,0,2.230448921,170,0,7.781992911,60533099.39,1,Dairy403
Dairy 404,BRD,CA,Farm2,calf,07/14-15/2022,101.7,704933645.7,3.990185233,9776.54116,1,2.826074803,670,0,2.230448921,170,0,4.322984799,21037.04807,1,Dairy404
Dairy 405,BRD,CA,Farm2,calf,07/14-15/2022,97.8,150633816.3,2.278753601,190,0,2.826074803,670,0,4.146873865,14024.06335,1,3.262456379,1830.02229,1,Dairy405
Dairy 406,BRD,CA,Farm2,calf,07/14-15/2022,102.1,1024778470,2.952068193,895.5053669,1,2.826074803,670,0,2.230448921,170,0,7.852506966,71204422.14,1,Dairy406
Dairy 407,BRD,CA,Farm2,calf,07/14-15/2022,102.7,44017143.84,3.05491644,1134.792455,1,2.826074803,670,0,3.380938082,2404.020033,1,4.261206943,18247.65004,1,Dairy407
Dairy 408,BRD,CA,Farm2,calf,07/14-15/2022,102.6,140199792.4,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,3.357076533,2275.49839,1,Dairy408
Dairy 409,BRD,CA,Farm2,calf,07/14-15/2022,101.9,278113743.7,2.906192643,805.7357685,1,2.826074803,670,0,3.086797096,1221.228965,1,3.865632979,7338.933948,1,Dairy409
Dairy 410,BRD,CA,Farm2,calf,07/14-15/2022,101.5,448163026.3,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy410
Dairy 411,BRD,CA,Farm2,calf,07/14-15/2022,102.7,184346139.8,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,4.063259001,11568.0192,1,Dairy411
Dairy 412,BRD,CA,Farm2,calf,07/14-15/2022,101.9,147628028.5,5.110133917,128864.6852,1,2.826074803,670,0,2.230448921,170,0,5.065333647,116234.1239,1,Dairy412
Dairy 413,BRD,CA,Farm2,calf,07/14-15/2022,102.4,1506162233,6.823546163,6661103.216,1,2.826074803,670,0,7.283338402,19201643.49,1,3.898393334,7913.950577,1,Dairy413
Dairy 414,BRD,CA,Farm2,calf,07/14-15/2022,103.8,88287227.16,3.242322373,1747.118544,1,2.826074803,670,0,4.502809856,31828.03712,1,2.278753601,190,0,Dairy414
Dairy 415,BRD,CA,Farm2,calf,07/14-15/2022,102.6,794110027.7,4.629701973,42628.68862,1,2.826074803,670,0,5.38312009,241612.8844,1,4.382908618,24149.52637,1,Dairy415
Dairy 416,BRD,CA,Farm2,calf,07/14-15/2022,100.6,387579539.2,5.414734173,259856.8522,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy416
Dairy 417,BRD,CA,Farm2,calf,07/14-15/2022,101.6,629879924.7,2.278753601,190,0,2.826074803,670,0,3.903801101,8013.109939,1,3.551966012,3564.232386,1,Dairy417
Dairy 418,BRD,CA,Farm2,calf,07/14-15/2022,102.8,650785507.2,4.007691734,10178.68639,1,2.826074803,670,0,4.100989116,12617.95911,1,3.751946112,5648.668813,1,Dairy418
Dairy 419,BRD,CA,Farm2,calf,07/14-15/2022,103.3,577101454.7,2.278753601,190,0,2.826074803,670,0,3.809592542,6450.487557,1,6.789176614,6154270.965,1,Dairy419
Dairy 420,BRD,CA,Farm2,calf,07/14-15/2022,102.6,82129171.71,2.278753601,190,0,2.826074803,670,0,3.406056264,2547.16022,1,2.278753601,190,0,Dairy420
Dairy 421,BRD,CA,Farm2,calf,07/14-15/2022,102.9,1480234431,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy421
Dairy 101,Healthy,NY,Farm3,calf,05/18-19/2021,102.8,21645439.16,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy101
Dairy 102,Healthy,NY,Farm3,calf,05/18-19/2021,101.8,124136878.3,3.150932261,1415.572969,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy102
Dairy 103,Healthy,NY,Farm3,calf,05/18-19/2021,102.6,156688506.4,6.299305331,1992073.377,1,4.167942394,14721.17223,1,4.936495774,86396.42537,1,4.168164236,14728.69389,1,Dairy103
Dairy 104,Healthy,NY,Farm3,calf,05/18-19/2021,102.6,28129835.9,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy104
Dairy 105,Healthy,NY,Farm3,calf,05/18-19/2021,102.4,1015583220,4.338434091,21798.87552,1,5.477279448,300109.2961,1,5.212725075,163201.8491,1,5.458115769,287154.5941,1,Dairy105
Dairy 106,Healthy,NY,Farm3,calf,05/18-19/2021,,42476432.24,3.414302897,2595.989294,1,2.826074803,670,0,2.230448921,170,0,6.145835178,1399056.257,1,Dairy106
Dairy 107,Healthy,NY,Farm3,calf,05/18-19/2021,102.5,7858701.34,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy107
Dairy 108,Healthy,NY,Farm3,calf,05/18-19/2021,,186680437.5,3.585596778,3851.206257,1,3.324874227,2112.877054,1,2.230448921,170,0,2.278753601,190,0,Dairy108
Dairy 109,Healthy,NY,Farm3,calf,05/18-19/2021,101.7,22531665.14,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy109
Dairy 110,Healthy,NY,Farm3,calf,05/18-19/2021,102,3949852.89,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy110
Dairy 111,Healthy,NY,Farm3,calf,05/18-19/2021,102,4955342.6,5.70014926,501359.5127,1,2.826074803,670,0,4.497952432,31474.03559,1,4.786147343,61114.93345,1,Dairy111
Dairy 112,Healthy,NY,Farm3,calf,05/18-19/2021,102.2,346335140.1,3.996282677,9914.770762,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy112
Dairy 113,Healthy,NY,Farm3,calf,05/18-19/2021,102.7,54157152.09,3.173865504,1492.332179,1,2.826074803,670,0,2.230448921,170,0,4.45746218,28672.27677,1,Dairy113
Dairy 114,Healthy,NY,Farm3,calf,05/18-19/2021,,262191179.5,4.687546762,48701.99613,1,2.826074803,670,0,2.230448921,170,0,5.004228426,100978.3864,1,Dairy114
Dairy 115,Healthy,NY,Farm3,calf,05/18-19/2021,,5656052.11,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy115
Dairy 116,Healthy,NY,Farm3,calf,05/18-19/2021,,28985174.14,5.312830382,205508.7805,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy116
Dairy 117,Healthy,NY,Farm3,calf,05/18-19/2021,102.1,261134677.9,3.379836882,2397.932104,1,2.826074803,670,0,3.226442724,1684.390271,1,2.278753601,190,0,Dairy117
Dairy 118,Healthy,NY,Farm3,calf,05/18-19/2021,102.8,5422915.4,6.656128689,4530318.012,1,2.826074803,670,0,4.490154375,30913.9411,1,5.703489799,505230.7773,1,Dairy118
Dairy 119,Healthy,NY,Farm3,calf,05/18-19/2021,101.4,173588606.7,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy119
Dairy 120,Healthy,NY,Farm3,calf,05/18-19/2021,,665649732.2,6.476851648,2998138.202,1,2.826074803,670,0,6.028017833,1066639.92,1,5.834109495,682510.7474,1,Dairy120
Dairy 121,Healthy,NY,Farm3,calf,05/18-19/2021,102.5,7250335.81,3.689164791,4888.378118,1,2.826074803,670,0,4.496493132,31368.45527,1,4.992920591,98383.11991,1,Dairy121
Dairy 122,Healthy,NY,Farm3,calf,05/18-19/2021,101.9,19733510.09,3.263808094,1835.726995,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy122
Dairy 123,Healthy,NY,Farm3,calf,05/18-19/2021,,5582051.03,3.260166627,1820.399164,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy123
Dairy 124,Healthy,NY,Farm3,calf,05/18-19/2021,,5264293.41,3.653720426,4505.265877,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy124
Dairy 125,Healthy,NY,Farm3,calf,05/18-19/2021,102.7,186135772.7,3.08700594,1221.816371,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy125
Dairy 126,Healthy,NY,Farm3,calf,05/18-19/2021,,1775892.21,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy126
Dairy 127,Healthy,NY,Farm3,calf,05/18-19/2021,104,34825224.04,3.672230249,4701.432969,1,2.826074803,670,0,5.740213885,549811.5824,1,5.545773005,351376.7365,1,Dairy127
Dairy 128,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,395922147.5,3.291792881,1957.910706,1,2.826074803,670,0,5.823276288,665696.5216,1,3.620837786,4176.743314,1,Dairy128
Dairy 129,Healthy,NY,Farm3,calf,05/18-19/2021,,1257823960,4.314586148,20634.12934,1,2.826074803,670,0,2.230448921,170,0,3.254903541,1798.471419,1,Dairy129
Dairy 130,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,541761222.3,3.185358723,1532.352647,1,2.826074803,670,0,2.230448921,170,0,4.419379602,26265.13285,1,Dairy130
Dairy 131,Healthy,NY,Farm3,calf,05/18-19/2021,,69559416.79,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy131
Dairy 132,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,127210145.1,5.733071731,540843.6446,1,2.826074803,670,0,3.564025491,3664.590832,1,2.278753601,190,0,Dairy132
Dairy 133,Healthy,NY,Farm3,calf,05/18-19/2021,102.7,52365639.64,5.409654347,256835.0828,1,4.932630377,85630.874,1,3.291127425,1954.912958,1,5.435836733,272795.2057,1,Dairy133
Dairy 134,Healthy,NY,Farm3,calf,05/18-19/2021,102.3,199813097.8,6.968528365,9300972.604,1,2.826074803,670,0,2.230448921,170,0,4.055387205,11360.23211,1,Dairy134
Dairy 135,Healthy,NY,Farm3,calf,05/18-19/2021,102.4,13054970.01,4.533194893,34134.60587,1,2.826074803,670,0,5.321044209,209432.5634,1,4.322980982,21036.86318,1,Dairy135
Dairy 136,BRD,NY,Farm3,calf,05/18-19/2021,102.5,9127515.38,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy136
Dairy 137,BRD,NY,Farm3,calf,05/18-19/2021,102.7,63912357.39,3.298964275,1990.509594,1,2.826074803,670,0,2.230448921,170,0,6.323756012,2107443.849,1,Dairy137
Dairy 138,BRD,NY,Farm3,calf,05/18-19/2021,102.3,6479376.9,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy138
Dairy 139,BRD,NY,Farm3,calf,05/18-19/2021,102.6,81934663.94,6.431550837,2701163.276,1,3.287118934,1936.952337,1,2.230448921,170,0,4.980311552,95567.79197,1,Dairy139
Dairy 140,BRD,NY,Farm3,calf,05/18-19/2021,103.1,238020715.5,3.154674516,1427.82347,1,2.826074803,670,0,2.230448921,170,0,6.24470256,1756720.058,1,Dairy140
Dairy 141,BRD,NY,Farm3,calf,05/18-19/2021,102.3,7043919.49,3.315271853,2066.673416,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy141
Dairy 142,BRD,NY,Farm3,calf,05/18-19/2021,103.1,1270718.12,4.813442661,65079.26824,1,2.826074803,670,0,3.218112968,1652.391559,1,4.236608935,17242.84542,1,Dairy142
Dairy 143,BRD,NY,Farm3,calf,05/18-19/2021,103,557091.57,3.3124848,2053.453155,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy143
Dairy 144,BRD,NY,Farm3,calf,05/18-19/2021,102,6996392.11,3.177663266,1505.439359,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy144
Dairy 145,BRD,NY,Farm3,calf,05/18-19/2021,102.2,1955771.77,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy145
Dairy 146,BRD,NY,Farm3,calf,05/18-19/2021,102.2,7081728.29,3.130451719,1350.366697,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy146
Dairy 147,BRD,NY,Farm3,calf,05/18-19/2021,102.5,2844292.44,3.375186166,2372.390446,1,2.826074803,670,0,2.230448921,170,0,4.410984287,25762.27946,1,Dairy147
Dairy 148,BRD,NY,Farm3,calf,05/18-19/2021,103.5,15050549.22,3.365137262,2318.127195,1,2.826074803,670,0,2.230448921,170,0,4.482372458,30364.94218,1,Dairy148
Dairy 149,BRD,NY,Farm3,calf,05/18-19/2021,103,733662.87,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy149
Dairy 150,BRD,NY,Farm3,calf,05/18-19/2021,103,5541135.03,4.159136617,14425.69072,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy150
Dairy 151,BRD,NY,Farm3,calf,05/18-19/2021,101.7,4932975.01,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy151
Dairy 152,BRD,NY,Farm3,calf,05/18-19/2021,103,516163.27,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy152
Dairy 153,BRD,NY,Farm3,calf,05/18-19/2021,105.8,3385967.56,7.059351721,11464410.31,1,5.105694442,127554.1057,1,4.340684678,21912.13416,1,5.399373875,250826.764,1,Dairy153
Dairy 154,BRD,NY,Farm3,calf,05/18-19/2021,105.3,577272.94,5.781082018,604062.6976,1,2.826074803,670,0,2.230448921,170,0,5.701037706,502386.205,1,Dairy154
Dairy 155,BRD,NY,Farm3,calf,05/18-19/2021,102,3430688.56,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy155
Dairy 156,BRD,NY,Farm3,calf,05/18-19/2021,102.4,5918502.89,6.110703486,1290337.995,1,2.826074803,670,0,4.672396992,47032.38384,1,5.866432488,735245.6913,1,Dairy156
Dairy 157,BRD,NY,Farm3,calf,05/18-19/2021,106,3076950.96,5.649164455,445825.0381,1,2.826074803,670,0,4.748954491,48881.62019,1,2.278753601,190,0,Dairy157
