Name,Status,State,Farm,animal,Date of colleciton,RectaTemp,16S copies,Hscopy_log,HScopies,HSpre_abs,MBcopy_log,MBcopies,MBpre_abs,MHcopy_log,MHcopies,MHpre_abs,PMcopy_log,PMcopies,PMpre_abs,ID
Dairy 158,BRD,NY,Farm3,calf,05/18-19/2021,106.3,2621632.59,5.975038121,944143.7475,1,2.826074803,670,0,2.230448921,170,0,3.491426709,3100.464114,1,Dairy158
Dairy 159,BRD,NY,Farm3,calf,05/18-19/2021,101.2,35033004.56,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy159
Dairy 160,BRD,NY,Farm3,calf,05/18-19/2021,102.1,418672.67,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy160
Dairy 161,BRD,NY,Farm3,calf,05/18-19/2021,102.4,11310248.62,2.278753601,190,0,3.773228076,5932.367898,1,4.715752838,51970.01455,1,3.613730783,4108.949309,1,Dairy161
Dairy 162,BRD,NY,Farm3,calf,05/18-19/2021,102.8,1087169.19,3.133498253,1359.872693,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy162
Dairy 163,BRD,NY,Farm3,calf,05/18-19/2021,102.6,4845816.02,3.315019901,2065.4748,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy163
Dairy 164,BRD,NY,Farm3,calf,05/18-19/2021,104.9,2234875.77,6.315473079,2067631.211,1,2.826074803,670,0,4.138757434,13764.40474,1,5.876320231,752177.314,1,Dairy164
Dairy 165,BRD,NY,Farm3,calf,05/18-19/2021,101.6,1734504.78,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy165
Dairy 166,BRD,NY,Farm3,calf,05/18-19/2021,102,1119813.95,4.085204266,12167.58157,1,2.826074803,670,0,3.226585691,1684.944854,1,4.233995324,17139.38854,1,Dairy166
Dairy 167,BRD,NY,Farm3,calf,05/18-19/2021,,10528011.84,4.169845905,14785.83669,1,2.826074803,670,0,3.952133349,8956.397262,1,5.571359123,372699.7689,1,Dairy167
Dairy 168,BRD,NY,Farm3,calf,05/18-19/2021,101.2,1173828.1,3.217774764,1651.105271,1,5.673198088,471192.1948,1,2.230448921,170,0,6.32541825,2115525.431,1,Dairy168
Dairy 169,BRD,NY,Farm3,calf,05/18-19/2021,102,2551793.84,3.579060896,3793.681753,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy169
Dairy 170,BRD,NY,Farm3,calf,05/18-19/2021,104,250409.8,4.388816202,24480.2699,1,2.826074803,670,0,2.230448921,170,0,3.312997024,2055.87651,1,Dairy170
Dairy 171,Healthy,NY,Farm4,Cow,5/20/21,101.6,2948999.14,3.148589464,1407.957237,1,2.826074803,670,0,2.230448921,170,0,3.315531184,2067.907862,1,Dairy171
Dairy 172,Healthy,NY,Farm4,calf,5/20/21,101.2,6671578.79,3.403184043,2530.370074,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy172
Dairy 173,Healthy,NY,Farm4,calf,5/20/21,102.7,6941171.64,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy173
Dairy 174,Healthy,NY,Farm4,Cow,5/20/21,101.7,3562518.39,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy174
Dairy 177,Healthy,NY,Farm4,Cow,5/20/21,,90111.05,4.042628856,11031.35488,1,3.308230355,2033.435285,1,2.230448921,170,0,3.551061948,3556.820498,1,Dairy177
Dairy 178,Healthy,NY,Farm4,Cow,5/20/21,,84183.63,3.161548815,1450.603814,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy178
Dairy 179,Healthy,NY,Farm4,Cow,5/20/21,,110761.37,3.479426859,3015.968903,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy179
Dairy 180,Healthy,NY,Farm4,Cow,5/20/21,102.5,120842.39,4.03789286,10911.71113,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy180
Dairy 181,Healthy,NY,Farm4,Cow,5/20/21,,375920.32,4.051749576,11265.47677,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy181
Dairy 182,Healthy,NY,Farm4,Cow,5/20/21,,3918636.4,3.720582727,5255.121081,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy182
Dairy 183,Healthy,NY,Farm4,Cow,5/20/21,,1426294.77,4.0552517,11356.68814,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy183
Dairy 184,Healthy,NY,Farm4,Cow,5/20/21,101.5,969945.73,3.983255826,9621.78894,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy184
Dairy 185,Healthy,NY,Farm4,calf,5/20/21,102,38689983.61,4.29688043,19809.81549,1,2.826074803,670,0,2.230448921,170,0,3.564415574,3667.883848,1,Dairy185
Dairy 186,Healthy,NY,Farm4,Cow,5/20/21,101.5,374312.08,3.873073778,7465.755764,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy186
Dairy 187,Healthy,NY,Farm4,calf,5/20/21,102,230,4.057980484,11428.26979,1,2.826074803,670,0,2.230448921,170,0,3.318551189,2082.337832,1,Dairy187
Dairy 188,BRD,NY,Farm4,calf,5/20/21,103.2,230,4.021714671,10512.70968,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy188
Dairy 189,BRD,NY,Farm4,Cow,5/20/21,101.2,230,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy189
Dairy 190,BRD,NY,Farm4,Cow,5/20/21,103,230,3.94708125,8852.812164,1,2.826074803,670,0,3.787714606,6133.588075,1,2.278753601,190,0,Dairy190
Dairy 191,BRD,NY,Farm4,Cow,5/20/21,102.5,230,3.47263243,2969.151992,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy191
Dairy 192,BRD,NY,Farm4,Cow,5/20/21,102.4,230,3.123881699,1330.092055,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy192
Dairy 193,BRD,NY,Farm4,Cow,5/20/21,101.4,230,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy193
Dairy 194,BRD,NY,Farm4,Cow,5/20/21,102,230,3.841252509,6938.290972,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy194
Dairy 195,BRD,NY,Farm4,Cow,5/20/21,100.1,230,3.753917339,5674.365921,1,2.826074803,670,0,2.230448921,170,0,5.788760093,614837.1384,1,Dairy195
Dairy 196,BRD,NY,Farm4,Cow,5/20/21,103.9,230,3.869896394,7411.334145,1,2.826074803,670,0,2.230448921,170,0,4.191773718,15551.55134,1,Dairy196
Dairy 197,BRD,NY,Farm4,calf,5/20/21,102,230,3.493789572,3117.37876,1,2.826074803,670,0,2.230448921,170,0,4.584234523,38391.4507,1,Dairy197
Dairy 198,BRD,NY,Farm4,calf,5/20/21,102.3,230,3.807114804,6413.790998,1,2.826074803,670,0,2.230448921,170,0,5.547606376,352863.2063,1,Dairy198
Dairy 199,BRD,NY,Farm4,calf,5/20/21,102.5,230,4.027003348,10641.51223,1,2.826074803,670,0,2.230448921,170,0,5.818769368,658823.9335,1,Dairy199
Dairy 200,BRD,NY,Farm4,Cow,5/20/21,101.8,230,4.401341742,25196.5884,1,2.826074803,670,0,2.230448921,170,0,5.609106066,406542.6053,1,Dairy200
Dairy 201,BRD,NY,Farm4,calf,5/20/21,102.9,230,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,4.309686667,20402.65412,1,Dairy201
Dairy 202,BRD,NY,Farm4,calf,5/20/21,102.6,230,3.95856579,9090.039903,1,2.826074803,670,0,2.230448921,170,0,4.593222035,39194.22081,1,Dairy202
Dairy 203,BRD,NY,Farm4,calf,5/20/21,102.8,230,4.22762391,16889.7768,1,2.826074803,670,0,2.230448921,170,0,3.758751701,5737.883161,1,Dairy203
Dairy 1,BRD,IN,Farm5,calf,2/20/21,101.7,9637749.33,3.188516492,1543.535036,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy1
Dairy 10,Healthy,IN,Farm5,calf,2/20/21,,21601177.42,3.995898559,9906.005369,1,2.826074803,670,0,2.230448921,170,0,5.327605785,212620.8183,1,Dairy10
Dairy 100,Healthy,IN,Farm5,calf,2/27/21,,39763553.68,6.663810404,4611162.255,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy100
Dairy 11,BRD,IN,Farm5,Cow,2/20/21,103.5,4781208.02,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy11
Dairy 12,BRD,IN,Farm5,calf,2/20/21,102.6,4663037.71,6.108637538,1284214.407,1,2.826074803,670,0,2.230448921,170,0,3.667776553,4653.466083,1,Dairy12
Dairy 13,Healthy,IN,Farm5,Cow,2/20/21,,5385838.33,3.165376169,1463.444202,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy13
Dairy 14,BRD,IN,Farm5,Cow,2/20/21,101.8,65588633.1,6.392209069,2467226.77,1,5.204893622,160285.2733,1,2.230448921,170,0,5.805278955,638673.5851,1,Dairy14
Dairy 15,Healthy,IN,Farm5,calf,2/20/21,,1950840.85,3.116081149,1306.414971,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy15
Dairy 16,BRD,IN,Farm5,calf,2/20/21,102.4,6002897.77,3.077391334,1195.064469,1,2.826074803,670,0,5.499812748,316091.4498,1,4.144754419,13955.78979,1,Dairy16
Dairy 17,BRD,IN,Farm5,calf,2/20/21,101.2,583779,3.389794857,2453.549685,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy17
Dairy 18,BRD,IN,Farm5,calf,2/20/21,102.7,2016141.93,6.203189191,1596574.509,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy18
Dairy 19,BRD,IN,Farm5,calf,2/20/21,102.3,91171514.23,5.562577381,365239.1988,1,3.283480501,1920.792722,1,5.472920104,297111.9394,1,2.278753601,190,0,Dairy19
Dairy 20,BRD,IN,Farm5,calf,2/20/21,101.5,6665117.43,3.046934284,1114.125934,1,4.398742582,25046.24254,1,5.073478533,118434.5824,1,6.538419654,3454774.091,1,Dairy20
Dairy 21,BRD,IN,Farm5,calf,2/20/21,104.1,7722681.38,3.232590651,1708.404282,1,2.826074803,670,0,5.759551026,574845.3551,1,6.08222437,1208437.989,1,Dairy21
Dairy 22,BRD,IN,Farm5,calf,2/20/21,102.7,3111145.41,3.812527582,6494.228749,1,2.826074803,670,0,5.450027368,281856.0543,1,2.278753601,190,0,Dairy22
Dairy 23,BRD,IN,Farm5,calf,2/20/21,103,3162868.28,3.162491672,1453.756507,1,4.070245389,11755.61594,1,4.574317545,37524.7273,1,4.774420919,59486.84274,1,Dairy23
Dairy 24,BRD,IN,Farm5,calf,2/20/21,102.3,15246955.86,3.189284017,1546.265325,1,4.51985565,33102.10794,1,5.34742557,222548.9604,1,5.930705114,852521.0553,1,Dairy24
Dairy 25,BRD,IN,Farm5,calf,2/20/21,102.4,45950512.51,3.952700107,8968.093087,1,7.118905087,13149374.28,1,2.230448921,170,0,2.278753601,190,0,Dairy25
Dairy 26,BRD,IN,Farm5,calf,2/20/21,102.5,8049038.54,2.849290356,706.7899351,1,2.826074803,670,0,2.230448921,170,0,3.456265968,2859.341109,1,Dairy26
Dairy 27,BRD,IN,Farm5,calf,2/20/21,103.2,769872.51,2.974073108,942.0481648,1,5.008832116,102054.4899,1,2.230448921,170,0,2.278753601,190,0,Dairy27
Dairy 28,BRD,IN,Farm5,calf,2/20/21,102,20339595.5,3.889355221,7750.955093,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy28
Dairy 29,BRD,IN,Farm5,calf,2/20/21,102,866128.12,3.164723358,1461.246078,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy29
Dairy 3,BRD,IN,Farm5,Cow,2/20/21,100.5,3562948.51,3.086154342,1219.422888,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy3
Dairy 30,BRD,IN,Farm5,calf,2/20/21,103.5,257076.86,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy30
Dairy 31,BRD,IN,Farm5,calf,2/20/21,103.3,10805534.84,2.733015545,540.7736784,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy31
Dairy 33,BRD,IN,Farm5,calf,2/20/21,102.1,2591318.05,3.040674417,1098.182243,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy33
Dairy 34,BRD,IN,Farm5,calf,2/20/21,101.4,904541.65,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy34
Dairy 35,Healthy,IN,Farm5,calf,2/20/21,102.3,3371955.16,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy35
Dairy 36,BRD,IN,Farm5,calf,2/20/21,103.3,974609.96,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy36
Dairy 37,BRD,IN,Farm5,calf,2/20/21,101.4,754326.45,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy37
Dairy 38,Healthy,IN,Farm5,calf,2/20/21,102.1,2823942.96,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy38
Dairy 39,BRD,IN,Farm5,calf,2/20/21,101.9,831915.74,3.156735319,1434.61484,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy39
Dairy 4,Healthy,IN,Farm5,calf,2/20/21,,1136282.3,3.216588981,1646.6033,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy4
Dairy 40,Healthy,IN,Farm5,calf,2/20/21,101.3,1791481.59,3.60023748,3983.249219,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy40
Dairy 41,Healthy,IN,Farm5,calf,2/20/21,101.9,5078113.97,3.202651843,1594.600304,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy41
Dairy 42,Healthy,IN,Farm5,calf,2/27/21,101.8,49919863.86,2.278753601,190,0,5.236327333,172316.6855,1,2.230448921,170,0,6.686502674,4858505.225,1,Dairy42
Dairy 43,Healthy,IN,Farm5,calf,2/27/21,,467527.57,3.055565528,1136.489763,1,2.826074803,670,0,4.648044572,44467.69024,1,2.278753601,190,0,Dairy43
Dairy 44,Healthy,IN,Farm5,calf,2/27/21,,1462246.52,3.346846488,2222.524145,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy44
Dairy 45,Healthy,IN,Farm5,calf,2/27/21,,188309.8,3.193564175,1561.579771,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy45
Dairy 46,Healthy,IN,Farm5,calf,2/27/21,,6729168.34,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,5.691667881,491663.4011,1,Dairy46
Dairy 47,BRD,IN,Farm5,calf,2/27/21,104.5,150662.88,2.278753601,190,0,2.826074803,670,0,4.729323725,53619.61921,1,4.212187088,16299.98063,1,Dairy47
Dairy 48,Healthy,IN,Farm5,calf,2/27/21,,36565621.94,3.114445867,1301.505078,1,2.826074803,670,0,4.161968289,14520.05592,1,5.107920505,128209.5881,1,Dairy48
Dairy 49,BRD,IN,Farm5,calf,2/27/21,103.4,29245119.82,6.362820314,2305792.986,1,2.826074803,670,0,3.920174041,8320.971628,1,5.692723015,492859.3667,1,Dairy49
Dairy 5,Healthy,IN,Farm5,Cow,2/20/21,101.6,4496847.68,3.063806316,1158.260687,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy5
Dairy 50,BRD,IN,Farm5,calf,2/27/21,102.1,227869.84,2.278753601,190,0,2.826074803,670,0,3.015704452,1036.822593,1,2.278753601,190,0,Dairy50
Dairy 51,BRD,IN,Farm5,calf,2/27/21,103.4,9385552.66,3.109975167,1288.175891,1,2.826074803,670,0,3.725018581,5309.071578,1,3.837363012,6876.429769,1,Dairy51
Dairy 52,Healthy,IN,Farm5,calf,2/27/21,103.2,1673549.83,3.646128238,4427.190784,1,2.826074803,670,0,3.380342107,2400.723295,1,5.333879886,215714.7717,1,Dairy52
Dairy 53,BRD,IN,Farm5,calf,2/27/21,102.7,526638.98,3.528244769,3374.774579,1,2.826074803,670,0,3.75116677,5638.541358,1,2.278753601,190,0,Dairy53
Dairy 54,Healthy,IN,Farm5,calf,2/27/21,102.6,14130571.81,3.385219635,2427.837613,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy54
Dairy 55,Healthy,IN,Farm5,calf,2/27/21,102.8,20726746.82,3.399159983,2507.032612,1,6.122996498,1327383.753,1,5.229599249,169667.73,1,5.03690127,108868.2569,1,Dairy55
Dairy 56,Healthy,IN,Farm5,calf,2/27/21,102.7,15152907.89,5.517317536,329092.1597,1,5.67239585,470322.6025,1,4.684483181,48359.65356,1,5.652855445,449630.1705,1,Dairy56
Dairy 57,BRD,IN,Farm5,calf,2/27/21,102.6,227171.03,2.278753601,190,0,2.826074803,670,0,3.656486533,4534.052378,1,2.278753601,190,0,Dairy57
Dairy 58,BRD,IN,Farm5,calf,2/27/21,102.3,92910.88,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,4.651166509,44788.49911,1,Dairy58
Dairy 59,Healthy,IN,Farm5,calf,2/27/21,102.4,9687382.65,2.278753601,190,0,2.826074803,670,0,3.983250527,9621.671532,1,5.656294302,453204.592,1,Dairy59
Dairy 6,BRD,IN,Farm5,Cow,2/20/21,103.2,8673.95,4.383730752,24195.28555,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy6
Dairy 60,BRD,IN,Farm5,calf,2/27/21,102.3,21106.16,3.037891041,1091.166541,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy60
Dairy 61,Healthy,IN,Farm5,calf,2/27/21,102.6,1822763.13,3.521892143,3325.769473,1,2.826074803,670,0,4.264363638,18380.76735,1,2.278753601,190,0,Dairy61
Dairy 62,BRD,IN,Farm5,calf,2/27/21,102.5,89799746.32,2.278753601,190,0,2.826074803,670,0,5.467418406,293371.8272,1,5.770379885,589358.9526,1,Dairy62
Dairy 63,Healthy,IN,Farm5,calf,2/27/21,103.5,2751702.39,2.278753601,190,0,2.826074803,670,0,3.912699805,8178.992415,1,4.628237915,42485.22423,1,Dairy63
Dairy 64,BRD,IN,Farm5,calf,2/27/21,103.2,542572842.1,3.15828468,1439.74202,1,2.826074803,670,0,5.209122329,161853.5873,1,5.280313621,190683.7223,1,Dairy64
Dairy 65,BRD,IN,Farm5,calf,2/27/21,102.1,142912.77,2.278753601,190,0,3.674518006,4726.26432,1,3.05075809,1123.978723,1,4.696209897,49683.23851,1,Dairy65
Dairy 66,Healthy,IN,Farm5,calf,2/27/21,102.2,7180278.65,3.764537395,5814.834986,1,2.826074803,670,0,2.230448921,170,0,4.79876793,62916.98898,1,Dairy66
Dairy 67,Healthy,IN,Farm5,calf,2/27/21,102.5,6725540.39,2.278753601,190,0,4.738064437,54709.71311,1,5.450350744,282066.0029,1,4.293833701,19671.32895,1,Dairy67
Dairy 68,BRD,IN,Farm5,calf,2/27/21,102.3,86726609,2.278753601,190,0,4.230994024,17021.35087,1,5.015585525,103653.8709,1,5.559481353,362644.7155,1,Dairy68
Dairy 69,Healthy,IN,Farm5,calf,2/27/21,102.3,4518680.78,3.068749277,1171.51884,1,2.826074803,670,0,4.600734146,39878.0713,1,2.278753601,190,0,Dairy69
Dairy 7,Healthy,IN,Farm5,calf,2/20/21,,1234768.98,2.862855463,729.2147801,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy7
Dairy 70,Healthy,IN,Farm5,calf,2/27/21,102.8,419528.83,3.040523593,1097.800926,1,2.826074803,670,0,4.599508839,39765.71898,1,5.426980718,267288.7733,1,Dairy70
Dairy 71,Healthy,IN,Farm5,calf,2/27/21,102.3,2081090.9,3.219984344,1659.527083,1,5.591857647,390712.807,1,5.423271544,265015.6639,1,6.195377268,1568112.684,1,Dairy71
Dairy 72,BRD,IN,Farm5,calf,2/27/21,103.7,268921.55,3.187135567,1538.634856,1,3.284347977,1924.633216,1,3.439894724,2753.561143,1,4.436328713,27310.44103,1,Dairy72
Dairy 73,Healthy,IN,Farm5,calf,2/27/21,101.9,29031589.01,2.278753601,190,0,2.826074803,670,0,4.622735415,41950.33327,1,4.747906837,55963.75379,1,Dairy73
Dairy 74,Healthy,IN,Farm5,calf,2/27/21,102.8,175385812.7,3.755696617,5697.661146,1,2.826074803,670,0,5.8894658,775292.8883,1,6.368055986,2333758.896,1,Dairy74
Dairy 75,Healthy,IN,Farm5,calf,2/27/21,102,1886584.11,3.119110938,1315.560842,1,4.473999278,29785.11478,1,4.364908924,23169.08722,1,5.23801194,172986.3916,1,Dairy75
Dairy 77,Healthy,IN,Farm5,calf,2/27/21,101.9,13684335.48,3.475990444,2992.198796,1,2.826074803,670,0,2.230448921,170,0,3.676405722,4746.852331,1,Dairy77
Dairy 78,BRD,IN,Farm5,calf,2/27/21,101.9,69054.48,2.278753601,190,0,7.017796807,10418298.75,1,2.230448921,170,0,5.030046736,107163.4621,1,Dairy78
Dairy 79,BRD,IN,Farm5,calf,2/27/21,102.6,6757657.35,2.278753601,190,0,2.826074803,670,0,4.917984768,82791.31259,1,5.323771757,210752.0254,1,Dairy79
Dairy 8,BRD,IN,Farm5,calf,2/20/21,104.3,13189465.93,6.164111168,1459187.728,1,2.826074803,670,0,2.230448921,170,0,6.087274115,1222571.072,1,Dairy8
Dairy 80,BRD,IN,Farm5,calf,2/27/21,102.1,37600174.54,3.88166691,7614.947434,1,4.453774413,28429.83983,1,5.70162608,503067.2904,1,5.329364,213483.3453,1,Dairy80
Dairy 81,Healthy,IN,Farm5,calf,2/27/21,101,30253012.09,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,6.153436362,1423758.605,1,Dairy81
Dairy 82,Healthy,IN,Farm5,calf,2/27/21,101.4,4099429.5,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,5.285413107,192935.9273,1,Dairy82
Dairy 83,Healthy,IN,Farm5,calf,2/27/21,,524047.26,3.217228283,1649.028961,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy83
Dairy 84,Healthy,IN,Farm5,calf,2/27/21,100.9,2179922.83,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy84
Dairy 85,Healthy,IN,Farm5,calf,2/27/21,,178999773.1,3.261031676,1824.028735,1,2.826074803,670,0,2.230448921,170,0,4.205328314,16044.57857,1,Dairy85
Dairy 86,Healthy,IN,Farm5,calf,2/27/21,101.6,7213799.29,3.177728212,1505.664506,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy86
Dairy 87,BRD,IN,Farm5,calf,2/27/21,101,148673.26,3.237256578,1726.857806,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy87
Dairy 88,Healthy,IN,Farm5,calf,2/27/21,,1253180.83,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy88
Dairy 89,BRD,IN,Farm5,calf,2/27/21,103,494869.24,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,5.934883964,860763.7393,1,Dairy89
Dairy 9,Healthy,IN,Farm5,calf,2/20/21,,3346925.22,2.904271573,802.1795253,1,2.826074803,670,0,2.230448921,170,0,4.346518185,22208.44674,1,Dairy9
Dairy 90,BRD,IN,Farm5,calf,2/27/21,102.3,7684929.3,3.97597861,9461.905585,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy90
Dairy 91,BRD,IN,Farm5,calf,2/27/21,102.2,109573.09,2.278753601,190,0,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy91
Dairy 92,Healthy,IN,Farm5,calf,2/27/21,,1147372.46,3.256816361,1806.410135,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy92
Dairy 93,Healthy,IN,Farm5,calf,2/27/21,,442461.32,3.78718851,6126.162467,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy93
Dairy 94,Healthy,IN,Farm5,calf,2/27/21,,388830.26,3.216071398,1644.64208,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy94
Dairy 95,Healthy,IN,Farm5,calf,2/27/21,,525847.11,2.873095202,746.6124055,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy95
Dairy 96,Healthy,IN,Farm5,calf,2/27/21,,283638.92,3.086581494,1220.622844,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy96
Dairy 97,Healthy,IN,Farm5,calf,2/27/21,,2739415.82,3.3580452,2280.579418,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy97
Dairy 98,BRD,IN,Farm5,calf,2/27/21,103.6,71724.59,3.140382079,1381.59922,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy98
Dairy 99,BRD,IN,Farm5,calf,2/27/21,102.8,38652.06,2.962330978,916.9190134,1,2.826074803,670,0,2.230448921,170,0,2.278753601,190,0,Dairy99